BehaviorSpace results (NetLogo 6.1.1)
tp_Melhorado.nlogo
hipotese1_e10_20/20
11/12/2021 02:04:47:835 +0000
"min-pxcor,""max-pxcor"",""min-pycor"",""max-pycor"""
"-16,""16"",""-16"",""16"""
"[run number],""1"",""1"",""1"",""2"",""2"",""2"",""3"",""3"",""3"",""4"",""4"",""4"",""5"",""5"",""5"",""6"",""6"",""6"",""7"",""7"",""7"",""8"",""8"",""8"",""9"",""9"",""9"",""10"",""10"",""10"",""11"",""11"",""11"",""12"",""12"",""12"",""13"",""13"",""13"",""14"",""14"",""14"",""15"",""15"",""15"",""16"",""16"",""16"",""17"",""17"",""17"",""18"",""18"",""18"",""19"",""19"",""19"",""20"",""20"",""20"",""21"",""21"",""21"",""22"",""22"",""22"",""23"",""23"",""23"",""24"",""24"",""24"",""25"",""25"",""25"",""26"",""26"",""26"",""27"",""27"",""27"",""28"",""28"",""28"",""29"",""29"",""29"",""30"",""30"",""30"",""31"",""31"",""31"",""32"",""32"",""32"",""33"",""33"",""33"",""34"",""34"",""34"",""35"",""35"",""35"",""36"",""36"",""36"",""37"",""37"",""37"",""38"",""38"",""38"",""39"",""39"",""39"",""40"",""40"",""40"",""41"",""41"",""41"",""42"",""42"",""42"",""43"",""43"",""43"",""44"",""44"",""44"",""45"",""45"",""45"",""46"",""46"",""46"",""47"",""47"",""47"",""48"",""48"",""48"",""49"",""49"",""49"",""50"",""50"",""50"""
",""3"",""20"",""415"",""2"",""20"",""415"",""4"",""20"",""415"",""6"",""20"",""415"",""3"",""19"",""415"",""4"",""20"",""415"",""2"",""20"",""415"",""1"",""20"",""415"",""0"",""20"",""415"",""3"",""20"",""415"",""14"",""20"",""415"",""13"",""20"",""415"",""7"",""20"",""415"",""5"",""20"",""415"",""7"",""20"",""415"",""8"",""20"",""415"",""9"",""20"",""415"",""12"",""20"",""415"",""5"",""20"",""415"",""8"",""20"",""415"",""18"",""20"",""415"",""11"",""20"",""415"",""12"",""20"",""415"",""12"",""20"",""415"",""14"",""20"",""415"",""12"",""20"",""415"",""14"",""20"",""415"",""15"",""20"",""415"",""15"",""20"",""415"",""13"",""20"",""415"",""19"",""20"",""415"",""14"",""20"",""415"",""18"",""20"",""415"",""13"",""20"",""415"",""14"",""20"",""415"",""18"",""20"",""415"",""14"",""20"",""415"",""16"",""20"",""415"",""18"",""20"",""415"",""15"",""20"",""415"",""16"",""20"",""415"",""16"",""20"",""415"",""15"",""20"",""415"",""15"",""20"",""415"",""19"",""20"",""415"",""16"",""20"",""415"",""15"",""20"",""415"",""18"",""20"",""415"",""18"",""20"",""415"",""16"",""20"",""415"""
",""3"",""20"",""416"",""2"",""20"",""416"",""4"",""20"",""416"",""6"",""20"",""416"",""3"",""19"",""416"",""4"",""20"",""416"",""2"",""20"",""416"",""1"",""20"",""416"",""0"",""20"",""416"",""3"",""20"",""416"",""14"",""20"",""416"",""13"",""20"",""416"",""7"",""20"",""416"",""5"",""20"",""416"",""7"",""20"",""416"",""8"",""20"",""416"",""9"",""20"",""416"",""12"",""20"",""416"",""5"",""20"",""416"",""8"",""20"",""416"",""18"",""20"",""416"",""11"",""20"",""416"",""12"",""20"",""416"",""12"",""20"",""416"",""14"",""20"",""416"",""12"",""20"",""416"",""14"",""20"",""416"",""15"",""20"",""416"",""15"",""20"",""416"",""13"",""20"",""416"",""19"",""20"",""416"",""14"",""20"",""416"",""18"",""20"",""416"",""13"",""20"",""416"",""14"",""20"",""416"",""18"",""20"",""416"",""14"",""20"",""416"",""16"",""20"",""416"",""18"",""20"",""416"",""15"",""20"",""416"",""16"",""20"",""416"",""16"",""20"",""416"",""15"",""20"",""416"",""15"",""20"",""416"",""19"",""20"",""416"",""16"",""20"",""416"",""15"",""20"",""416"",""18"",""20"",""416"",""18"",""20"",""416"",""16"",""20"",""416"""
",""3"",""20"",""417"",""2"",""20"",""417"",""4"",""20"",""417"",""6"",""20"",""417"",""3"",""19"",""417"",""4"",""20"",""417"",""2"",""20"",""417"",""1"",""20"",""417"",""0"",""20"",""417"",""3"",""20"",""417"",""14"",""20"",""417"",""13"",""20"",""417"",""7"",""20"",""417"",""5"",""20"",""417"",""7"",""20"",""417"",""8"",""20"",""417"",""9"",""20"",""417"",""12"",""20"",""417"",""5"",""20"",""417"",""8"",""20"",""417"",""18"",""20"",""417"",""11"",""20"",""417"",""12"",""20"",""417"",""12"",""20"",""417"",""14"",""20"",""417"",""12"",""20"",""417"",""14"",""20"",""417"",""15"",""20"",""417"",""15"",""20"",""417"",""13"",""20"",""417"",""19"",""20"",""417"",""14"",""20"",""417"",""18"",""20"",""417"",""13"",""20"",""417"",""14"",""20"",""417"",""18"",""20"",""417"",""14"",""20"",""417"",""16"",""20"",""417"",""18"",""20"",""417"",""15"",""20"",""417"",""16"",""20"",""417"",""16"",""20"",""417"",""15"",""20"",""417"",""15"",""20"",""417"",""19"",""20"",""417"",""16"",""20"",""417"",""15"",""20"",""417"",""18"",""20"",""417"",""18"",""20"",""417"",""16"",""20"",""417"""
",""3"",""20"",""418"",""2"",""20"",""418"",""4"",""20"",""418"",""5"",""20"",""418"",""3"",""19"",""418"",""4"",""20"",""418"",""2"",""20"",""418"",""1"",""20"",""418"",""0"",""20"",""418"",""3"",""20"",""418"",""14"",""20"",""418"",""13"",""20"",""418"",""7"",""20"",""418"",""5"",""20"",""418"",""7"",""20"",""418"",""8"",""20"",""418"",""9"",""20"",""418"",""12"",""20"",""418"",""5"",""20"",""418"",""8"",""20"",""418"",""18"",""20"",""418"",""11"",""20"",""418"",""12"",""20"",""418"",""12"",""20"",""418"",""14"",""20"",""418"",""12"",""20"",""418"",""14"",""20"",""418"",""15"",""20"",""418"",""15"",""20"",""418"",""13"",""20"",""418"",""19"",""20"",""418"",""14"",""20"",""418"",""18"",""20"",""418"",""13"",""20"",""418"",""14"",""20"",""418"",""18"",""20"",""418"",""14"",""20"",""418"",""16"",""20"",""418"",""18"",""20"",""418"",""15"",""20"",""418"",""16"",""20"",""418"",""16"",""20"",""418"",""15"",""20"",""418"",""15"",""20"",""418"",""19"",""20"",""418"",""16"",""20"",""418"",""15"",""20"",""418"",""18"",""20"",""418"",""18"",""20"",""418"",""16"",""20"",""418"""
",""3"",""20"",""419"",""2"",""20"",""419"",""4"",""20"",""419"",""5"",""20"",""419"",""3"",""19"",""419"",""4"",""20"",""419"",""2"",""20"",""419"",""1"",""20"",""419"",""0"",""20"",""419"",""3"",""20"",""419"",""14"",""20"",""419"",""13"",""20"",""419"",""7"",""20"",""419"",""5"",""20"",""419"",""7"",""20"",""419"",""8"",""20"",""419"",""9"",""20"",""419"",""12"",""20"",""419"",""5"",""20"",""419"",""8"",""20"",""419"",""18"",""20"",""419"",""11"",""20"",""419"",""12"",""20"",""419"",""12"",""20"",""419"",""14"",""20"",""419"",""12"",""20"",""419"",""14"",""20"",""419"",""15"",""20"",""419"",""15"",""20"",""419"",""13"",""20"",""419"",""19"",""20"",""419"",""14"",""20"",""419"",""18"",""20"",""419"",""13"",""20"",""419"",""14"",""20"",""419"",""18"",""20"",""419"",""14"",""20"",""419"",""16"",""20"",""419"",""18"",""20"",""419"",""15"",""20"",""419"",""16"",""20"",""419"",""16"",""20"",""419"",""15"",""20"",""419"",""15"",""20"",""419"",""19"",""20"",""419"",""16"",""20"",""419"",""15"",""20"",""419"",""18"",""20"",""419"",""18"",""20"",""419"",""16"",""20"",""419"""
",""3"",""20"",""420"",""2"",""20"",""420"",""4"",""20"",""420"",""5"",""20"",""420"",""3"",""19"",""420"",""4"",""20"",""420"",""2"",""20"",""420"",""1"",""20"",""420"",""0"",""20"",""420"",""3"",""20"",""420"",""14"",""20"",""420"",""13"",""20"",""420"",""7"",""20"",""420"",""5"",""20"",""420"",""7"",""20"",""420"",""8"",""20"",""420"",""9"",""20"",""420"",""12"",""20"",""420"",""5"",""20"",""420"",""8"",""20"",""420"",""18"",""20"",""420"",""11"",""20"",""420"",""12"",""20"",""420"",""12"",""20"",""420"",""14"",""20"",""420"",""12"",""20"",""420"",""14"",""20"",""420"",""15"",""20"",""420"",""15"",""20"",""420"",""13"",""20"",""420"",""19"",""20"",""420"",""14"",""20"",""420"",""18"",""20"",""420"",""13"",""20"",""420"",""14"",""20"",""420"",""18"",""20"",""420"",""14"",""20"",""420"",""16"",""20"",""420"",""18"",""20"",""420"",""15"",""20"",""420"",""16"",""20"",""420"",""16"",""20"",""420"",""15"",""20"",""420"",""15"",""20"",""420"",""19"",""20"",""420"",""16"",""20"",""420"",""15"",""20"",""420"",""18"",""20"",""420"",""18"",""20"",""420"",""16"",""20"",""420"""
",""3"",""20"",""421"",""2"",""20"",""421"",""4"",""20"",""421"",""5"",""20"",""421"",""3"",""19"",""421"",""4"",""20"",""421"",""2"",""20"",""421"",""1"",""20"",""421"",""0"",""20"",""421"",""2"",""20"",""421"",""14"",""20"",""421"",""13"",""20"",""421"",""7"",""20"",""421"",""5"",""20"",""421"",""7"",""20"",""421"",""8"",""20"",""421"",""9"",""20"",""421"",""12"",""20"",""421"",""4"",""20"",""421"",""8"",""20"",""421"",""18"",""20"",""421"",""11"",""20"",""421"",""12"",""20"",""421"",""12"",""20"",""421"",""14"",""20"",""421"",""12"",""20"",""421"",""14"",""20"",""421"",""15"",""20"",""421"",""15"",""20"",""421"",""13"",""20"",""421"",""19"",""20"",""421"",""14"",""20"",""421"",""18"",""20"",""421"",""13"",""20"",""421"",""14"",""20"",""421"",""18"",""20"",""421"",""14"",""20"",""421"",""16"",""20"",""421"",""18"",""20"",""421"",""15"",""20"",""421"",""16"",""20"",""421"",""16"",""20"",""421"",""15"",""20"",""421"",""15"",""20"",""421"",""19"",""20"",""421"",""16"",""20"",""421"",""15"",""20"",""421"",""18"",""20"",""421"",""18"",""20"",""421"",""16"",""20"",""421"""
",""3"",""20"",""422"",""2"",""20"",""422"",""4"",""20"",""422"",""5"",""20"",""422"",""3"",""19"",""422"",""4"",""20"",""422"",""2"",""20"",""422"",""1"",""20"",""422"",""0"",""20"",""422"",""2"",""20"",""422"",""14"",""20"",""422"",""13"",""20"",""422"",""7"",""20"",""422"",""5"",""20"",""422"",""7"",""20"",""422"",""8"",""20"",""422"",""9"",""20"",""422"",""12"",""20"",""422"",""4"",""20"",""422"",""8"",""20"",""422"",""18"",""20"",""422"",""11"",""20"",""422"",""12"",""20"",""422"",""12"",""20"",""422"",""14"",""20"",""422"",""12"",""20"",""422"",""14"",""20"",""422"",""15"",""20"",""422"",""15"",""20"",""422"",""13"",""20"",""422"",""19"",""20"",""422"",""14"",""20"",""422"",""18"",""20"",""422"",""13"",""20"",""422"",""14"",""20"",""422"",""18"",""20"",""422"",""14"",""20"",""422"",""16"",""20"",""422"",""18"",""20"",""422"",""15"",""20"",""422"",""16"",""20"",""422"",""16"",""20"",""422"",""15"",""20"",""422"",""15"",""20"",""422"",""19"",""20"",""422"",""16"",""20"",""422"",""15"",""20"",""422"",""18"",""20"",""422"",""18"",""20"",""422"",""16"",""20"",""422"""
",""3"",""20"",""423"",""2"",""20"",""423"",""4"",""20"",""423"",""5"",""20"",""423"",""3"",""19"",""423"",""4"",""20"",""423"",""2"",""20"",""423"",""1"",""20"",""423"",""0"",""20"",""423"",""2"",""20"",""423"",""14"",""20"",""423"",""13"",""20"",""423"",""7"",""20"",""423"",""5"",""20"",""423"",""7"",""20"",""423"",""8"",""20"",""423"",""9"",""20"",""423"",""12"",""20"",""423"",""4"",""20"",""423"",""8"",""20"",""423"",""18"",""20"",""423"",""11"",""20"",""423"",""12"",""20"",""423"",""12"",""20"",""423"",""14"",""20"",""423"",""12"",""20"",""423"",""14"",""20"",""423"",""15"",""20"",""423"",""15"",""20"",""423"",""13"",""20"",""423"",""19"",""20"",""423"",""14"",""20"",""423"",""18"",""20"",""423"",""13"",""20"",""423"",""14"",""20"",""423"",""18"",""20"",""423"",""14"",""20"",""423"",""16"",""20"",""423"",""18"",""20"",""423"",""15"",""20"",""423"",""16"",""20"",""423"",""16"",""20"",""423"",""15"",""20"",""423"",""15"",""20"",""423"",""19"",""20"",""423"",""16"",""20"",""423"",""15"",""20"",""423"",""18"",""20"",""423"",""18"",""20"",""423"",""16"",""20"",""423"""
",""3"",""20"",""424"",""2"",""20"",""424"",""4"",""20"",""424"",""5"",""20"",""424"",""3"",""19"",""424"",""4"",""20"",""424"",""2"",""20"",""424"",""1"",""20"",""424"",""0"",""20"",""424"",""2"",""20"",""424"",""14"",""20"",""424"",""13"",""20"",""424"",""7"",""20"",""424"",""5"",""20"",""424"",""7"",""20"",""424"",""8"",""20"",""424"",""9"",""20"",""424"",""12"",""20"",""424"",""4"",""20"",""424"",""8"",""20"",""424"",""18"",""20"",""424"",""11"",""20"",""424"",""12"",""20"",""424"",""12"",""20"",""424"",""14"",""20"",""424"",""12"",""20"",""424"",""14"",""20"",""424"",""15"",""20"",""424"",""15"",""20"",""424"",""13"",""20"",""424"",""19"",""20"",""424"",""14"",""20"",""424"",""18"",""20"",""424"",""13"",""20"",""424"",""14"",""20"",""424"",""18"",""20"",""424"",""14"",""20"",""424"",""16"",""20"",""424"",""18"",""20"",""424"",""15"",""20"",""424"",""16"",""20"",""424"",""16"",""20"",""424"",""15"",""20"",""424"",""15"",""20"",""424"",""19"",""20"",""424"",""16"",""20"",""424"",""15"",""20"",""424"",""18"",""20"",""424"",""18"",""20"",""424"",""16"",""20"",""424"""
",""3"",""20"",""425"",""2"",""20"",""425"",""4"",""20"",""425"",""5"",""20"",""425"",""3"",""19"",""425"",""4"",""20"",""425"",""2"",""20"",""425"",""1"",""20"",""425"",""0"",""20"",""425"",""2"",""20"",""425"",""14"",""20"",""425"",""13"",""20"",""425"",""7"",""20"",""425"",""5"",""20"",""425"",""7"",""20"",""425"",""8"",""20"",""425"",""9"",""20"",""425"",""12"",""20"",""425"",""4"",""20"",""425"",""8"",""20"",""425"",""18"",""20"",""425"",""11"",""20"",""425"",""12"",""20"",""425"",""12"",""20"",""425"",""14"",""20"",""425"",""12"",""20"",""425"",""14"",""20"",""425"",""15"",""20"",""425"",""15"",""20"",""425"",""13"",""20"",""425"",""19"",""20"",""425"",""14"",""20"",""425"",""18"",""20"",""425"",""13"",""20"",""425"",""14"",""20"",""425"",""18"",""20"",""425"",""14"",""20"",""425"",""16"",""20"",""425"",""18"",""20"",""425"",""15"",""20"",""425"",""16"",""20"",""425"",""16"",""20"",""425"",""15"",""20"",""425"",""15"",""20"",""425"",""19"",""20"",""425"",""16"",""20"",""425"",""15"",""20"",""425"",""18"",""20"",""425"",""18"",""20"",""425"",""16"",""20"",""425"""
",""3"",""20"",""426"",""2"",""20"",""426"",""4"",""20"",""426"",""5"",""20"",""426"",""3"",""19"",""426"",""4"",""20"",""426"",""2"",""20"",""426"",""1"",""20"",""426"",""0"",""20"",""426"",""2"",""20"",""426"",""14"",""20"",""426"",""13"",""20"",""426"",""7"",""20"",""426"",""5"",""20"",""426"",""7"",""20"",""426"",""8"",""20"",""426"",""9"",""20"",""426"",""12"",""20"",""426"",""4"",""20"",""426"",""8"",""20"",""426"",""18"",""20"",""426"",""11"",""20"",""426"",""12"",""20"",""426"",""12"",""20"",""426"",""14"",""20"",""426"",""12"",""20"",""426"",""14"",""20"",""426"",""15"",""20"",""426"",""15"",""20"",""426"",""13"",""20"",""426"",""19"",""20"",""426"",""14"",""20"",""426"",""18"",""20"",""426"",""13"",""20"",""426"",""14"",""20"",""426"",""18"",""20"",""426"",""14"",""20"",""426"",""16"",""20"",""426"",""18"",""20"",""426"",""15"",""20"",""426"",""16"",""20"",""426"",""16"",""20"",""426"",""15"",""20"",""426"",""15"",""20"",""426"",""19"",""20"",""426"",""16"",""20"",""426"",""15"",""20"",""426"",""18"",""20"",""426"",""18"",""20"",""426"",""16"",""20"",""426"""
",""3"",""20"",""427"",""2"",""20"",""427"",""4"",""20"",""427"",""5"",""20"",""427"",""3"",""19"",""427"",""4"",""20"",""427"",""2"",""20"",""427"",""1"",""20"",""427"",""0"",""20"",""427"",""2"",""20"",""427"",""14"",""20"",""427"",""13"",""20"",""427"",""7"",""20"",""427"",""5"",""20"",""427"",""7"",""20"",""427"",""8"",""20"",""427"",""9"",""20"",""427"",""12"",""20"",""427"",""4"",""20"",""427"",""8"",""20"",""427"",""18"",""20"",""427"",""11"",""20"",""427"",""12"",""20"",""427"",""12"",""20"",""427"",""14"",""20"",""427"",""12"",""20"",""427"",""14"",""20"",""427"",""15"",""20"",""427"",""15"",""20"",""427"",""13"",""20"",""427"",""19"",""20"",""427"",""14"",""20"",""427"",""18"",""20"",""427"",""13"",""20"",""427"",""14"",""20"",""427"",""18"",""20"",""427"",""14"",""20"",""427"",""16"",""20"",""427"",""18"",""20"",""427"",""15"",""20"",""427"",""16"",""20"",""427"",""16"",""20"",""427"",""15"",""20"",""427"",""15"",""20"",""427"",""19"",""20"",""427"",""16"",""20"",""427"",""15"",""20"",""427"",""18"",""20"",""427"",""18"",""20"",""427"",""16"",""20"",""427"""
",""3"",""20"",""428"",""2"",""20"",""428"",""4"",""20"",""428"",""5"",""20"",""428"",""3"",""19"",""428"",""4"",""20"",""428"",""2"",""20"",""428"",""1"",""20"",""428"",""0"",""20"",""428"",""2"",""20"",""428"",""14"",""20"",""428"",""13"",""20"",""428"",""7"",""20"",""428"",""5"",""20"",""428"",""7"",""20"",""428"",""8"",""20"",""428"",""9"",""20"",""428"",""12"",""20"",""428"",""4"",""20"",""428"",""8"",""20"",""428"",""18"",""20"",""428"",""11"",""20"",""428"",""12"",""20"",""428"",""12"",""20"",""428"",""14"",""20"",""428"",""12"",""20"",""428"",""14"",""20"",""428"",""15"",""20"",""428"",""15"",""20"",""428"",""13"",""20"",""428"",""19"",""20"",""428"",""14"",""20"",""428"",""18"",""20"",""428"",""13"",""20"",""428"",""14"",""20"",""428"",""18"",""20"",""428"",""14"",""20"",""428"",""16"",""20"",""428"",""18"",""20"",""428"",""15"",""20"",""428"",""16"",""20"",""428"",""16"",""20"",""428"",""15"",""20"",""428"",""15"",""20"",""428"",""19"",""20"",""428"",""16"",""20"",""428"",""15"",""20"",""428"",""18"",""20"",""428"",""18"",""20"",""428"",""16"",""20"",""428"""
",""3"",""20"",""429"",""2"",""20"",""429"",""4"",""20"",""429"",""5"",""20"",""429"",""3"",""19"",""429"",""4"",""20"",""429"",""2"",""20"",""429"",""1"",""20"",""429"",""0"",""20"",""429"",""2"",""20"",""429"",""14"",""20"",""429"",""13"",""20"",""429"",""7"",""20"",""429"",""5"",""20"",""429"",""7"",""20"",""429"",""8"",""20"",""429"",""9"",""20"",""429"",""12"",""20"",""429"",""4"",""20"",""429"",""8"",""20"",""429"",""18"",""20"",""429"",""11"",""20"",""429"",""12"",""20"",""429"",""12"",""20"",""429"",""14"",""20"",""429"",""12"",""20"",""429"",""14"",""20"",""429"",""15"",""20"",""429"",""15"",""20"",""429"",""13"",""20"",""429"",""19"",""20"",""429"",""14"",""20"",""429"",""18"",""20"",""429"",""13"",""20"",""429"",""14"",""20"",""429"",""18"",""20"",""429"",""14"",""20"",""429"",""16"",""20"",""429"",""18"",""20"",""429"",""15"",""20"",""429"",""16"",""20"",""429"",""16"",""20"",""429"",""15"",""20"",""429"",""15"",""20"",""429"",""19"",""20"",""429"",""16"",""20"",""429"",""15"",""20"",""429"",""18"",""20"",""429"",""18"",""20"",""429"",""16"",""20"",""429"""
",""3"",""20"",""430"",""1"",""20"",""430"",""4"",""20"",""430"",""5"",""20"",""430"",""3"",""19"",""430"",""4"",""20"",""430"",""2"",""20"",""430"",""1"",""20"",""430"",""0"",""20"",""430"",""2"",""20"",""430"",""14"",""20"",""430"",""12"",""20"",""430"",""7"",""20"",""430"",""5"",""20"",""430"",""7"",""20"",""430"",""8"",""20"",""430"",""9"",""20"",""430"",""12"",""20"",""430"",""4"",""20"",""430"",""8"",""20"",""430"",""18"",""20"",""430"",""11"",""20"",""430"",""12"",""20"",""430"",""12"",""20"",""430"",""14"",""20"",""430"",""12"",""20"",""430"",""14"",""20"",""430"",""15"",""20"",""430"",""15"",""20"",""430"",""13"",""20"",""430"",""19"",""20"",""430"",""14"",""20"",""430"",""18"",""20"",""430"",""13"",""20"",""430"",""14"",""20"",""430"",""18"",""20"",""430"",""14"",""20"",""430"",""16"",""20"",""430"",""18"",""20"",""430"",""15"",""20"",""430"",""16"",""20"",""430"",""16"",""20"",""430"",""15"",""20"",""430"",""15"",""20"",""430"",""19"",""20"",""430"",""16"",""20"",""430"",""15"",""20"",""430"",""18"",""20"",""430"",""18"",""20"",""430"",""16"",""20"",""430"""
",""3"",""20"",""431"",""1"",""20"",""431"",""4"",""20"",""431"",""5"",""20"",""431"",""3"",""19"",""431"",""4"",""20"",""431"",""2"",""20"",""431"",""1"",""20"",""431"",""0"",""20"",""431"",""2"",""20"",""431"",""14"",""20"",""431"",""12"",""20"",""431"",""7"",""20"",""431"",""5"",""20"",""431"",""7"",""20"",""431"",""8"",""20"",""431"",""9"",""20"",""431"",""12"",""20"",""431"",""4"",""20"",""431"",""8"",""20"",""431"",""18"",""20"",""431"",""11"",""20"",""431"",""12"",""20"",""431"",""12"",""20"",""431"",""14"",""20"",""431"",""12"",""20"",""431"",""14"",""20"",""431"",""15"",""20"",""431"",""15"",""20"",""431"",""13"",""20"",""431"",""19"",""20"",""431"",""14"",""20"",""431"",""18"",""20"",""431"",""13"",""20"",""431"",""14"",""20"",""431"",""18"",""20"",""431"",""14"",""20"",""431"",""16"",""20"",""431"",""18"",""20"",""431"",""15"",""20"",""431"",""16"",""20"",""431"",""16"",""20"",""431"",""15"",""20"",""431"",""15"",""20"",""431"",""19"",""20"",""431"",""16"",""20"",""431"",""15"",""20"",""431"",""18"",""20"",""431"",""18"",""20"",""431"",""16"",""20"",""431"""
",""3"",""20"",""432"",""1"",""20"",""432"",""4"",""20"",""432"",""5"",""20"",""432"",""3"",""19"",""432"",""4"",""20"",""432"",""2"",""20"",""432"",""1"",""20"",""432"",""0"",""20"",""432"",""2"",""20"",""432"",""14"",""20"",""432"",""12"",""20"",""432"",""7"",""20"",""432"",""5"",""20"",""432"",""7"",""20"",""432"",""8"",""20"",""432"",""8"",""20"",""432"",""12"",""20"",""432"",""4"",""20"",""432"",""8"",""20"",""432"",""18"",""20"",""432"",""11"",""20"",""432"",""12"",""20"",""432"",""12"",""20"",""432"",""14"",""20"",""432"",""12"",""20"",""432"",""14"",""20"",""432"",""15"",""20"",""432"",""15"",""20"",""432"",""13"",""20"",""432"",""19"",""20"",""432"",""14"",""20"",""432"",""18"",""20"",""432"",""13"",""20"",""432"",""14"",""20"",""432"",""18"",""20"",""432"",""14"",""20"",""432"",""16"",""20"",""432"",""18"",""20"",""432"",""15"",""20"",""432"",""16"",""20"",""432"",""16"",""20"",""432"",""15"",""20"",""432"",""15"",""20"",""432"",""19"",""20"",""432"",""16"",""20"",""432"",""15"",""20"",""432"",""18"",""20"",""432"",""18"",""20"",""432"",""16"",""20"",""432"""
",""3"",""20"",""433"",""1"",""20"",""433"",""4"",""20"",""433"",""5"",""20"",""433"",""3"",""19"",""433"",""4"",""20"",""433"",""2"",""20"",""433"",""1"",""20"",""433"",""0"",""20"",""433"",""2"",""20"",""433"",""14"",""20"",""433"",""12"",""20"",""433"",""7"",""20"",""433"",""5"",""20"",""433"",""7"",""20"",""433"",""8"",""20"",""433"",""8"",""20"",""433"",""12"",""20"",""433"",""4"",""20"",""433"",""8"",""20"",""433"",""18"",""20"",""433"",""11"",""20"",""433"",""12"",""20"",""433"",""12"",""20"",""433"",""14"",""20"",""433"",""12"",""20"",""433"",""14"",""20"",""433"",""15"",""20"",""433"",""15"",""20"",""433"",""13"",""20"",""433"",""19"",""20"",""433"",""14"",""20"",""433"",""18"",""20"",""433"",""13"",""20"",""433"",""14"",""20"",""433"",""18"",""20"",""433"",""14"",""20"",""433"",""16"",""20"",""433"",""18"",""20"",""433"",""15"",""20"",""433"",""16"",""20"",""433"",""16"",""20"",""433"",""15"",""20"",""433"",""15"",""20"",""433"",""19"",""20"",""433"",""16"",""20"",""433"",""15"",""20"",""433"",""18"",""20"",""433"",""18"",""20"",""433"",""16"",""20"",""433"""
",""3"",""20"",""434"",""1"",""20"",""434"",""4"",""20"",""434"",""5"",""20"",""434"",""3"",""19"",""434"",""4"",""20"",""434"",""2"",""20"",""434"",""1"",""20"",""434"",""0"",""20"",""434"",""2"",""20"",""434"",""14"",""20"",""434"",""12"",""20"",""434"",""7"",""20"",""434"",""5"",""20"",""434"",""7"",""20"",""434"",""8"",""20"",""434"",""8"",""20"",""434"",""12"",""20"",""434"",""4"",""20"",""434"",""8"",""20"",""434"",""18"",""20"",""434"",""11"",""20"",""434"",""12"",""20"",""434"",""12"",""20"",""434"",""14"",""20"",""434"",""12"",""20"",""434"",""14"",""20"",""434"",""15"",""20"",""434"",""15"",""20"",""434"",""13"",""20"",""434"",""19"",""20"",""434"",""14"",""20"",""434"",""18"",""20"",""434"",""13"",""20"",""434"",""14"",""20"",""434"",""18"",""20"",""434"",""14"",""20"",""434"",""16"",""20"",""434"",""18"",""20"",""434"",""15"",""20"",""434"",""16"",""20"",""434"",""16"",""20"",""434"",""15"",""20"",""434"",""15"",""20"",""434"",""19"",""20"",""434"",""16"",""20"",""434"",""15"",""20"",""434"",""18"",""20"",""434"",""18"",""20"",""434"",""16"",""20"",""434"""
",""3"",""20"",""435"",""1"",""20"",""435"",""4"",""20"",""435"",""5"",""20"",""435"",""3"",""19"",""435"",""4"",""20"",""435"",""2"",""20"",""435"",""1"",""20"",""435"",""0"",""20"",""435"",""2"",""20"",""435"",""14"",""20"",""435"",""12"",""20"",""435"",""7"",""20"",""435"",""5"",""20"",""435"",""7"",""20"",""435"",""8"",""20"",""435"",""8"",""20"",""435"",""12"",""20"",""435"",""4"",""20"",""435"",""8"",""20"",""435"",""18"",""20"",""435"",""11"",""20"",""435"",""12"",""20"",""435"",""12"",""20"",""435"",""14"",""20"",""435"",""12"",""20"",""435"",""14"",""20"",""435"",""15"",""20"",""435"",""15"",""20"",""435"",""13"",""20"",""435"",""19"",""20"",""435"",""14"",""20"",""435"",""18"",""20"",""435"",""13"",""20"",""435"",""14"",""20"",""435"",""18"",""20"",""435"",""14"",""20"",""435"",""16"",""20"",""435"",""18"",""20"",""435"",""15"",""20"",""435"",""16"",""20"",""435"",""16"",""20"",""435"",""15"",""20"",""435"",""15"",""20"",""435"",""19"",""20"",""435"",""16"",""20"",""435"",""15"",""20"",""435"",""18"",""20"",""435"",""18"",""20"",""435"",""16"",""20"",""435"""
",""3"",""20"",""436"",""1"",""20"",""436"",""4"",""20"",""436"",""5"",""20"",""436"",""3"",""19"",""436"",""4"",""20"",""436"",""2"",""20"",""436"",""1"",""20"",""436"",""0"",""20"",""436"",""2"",""20"",""436"",""14"",""20"",""436"",""12"",""20"",""436"",""7"",""20"",""436"",""5"",""20"",""436"",""7"",""20"",""436"",""8"",""20"",""436"",""8"",""20"",""436"",""12"",""20"",""436"",""4"",""20"",""436"",""8"",""20"",""436"",""18"",""20"",""436"",""11"",""20"",""436"",""12"",""20"",""436"",""12"",""20"",""436"",""14"",""20"",""436"",""12"",""20"",""436"",""14"",""20"",""436"",""15"",""20"",""436"",""15"",""20"",""436"",""13"",""20"",""436"",""19"",""20"",""436"",""14"",""20"",""436"",""18"",""20"",""436"",""13"",""20"",""436"",""14"",""20"",""436"",""18"",""20"",""436"",""14"",""20"",""436"",""16"",""20"",""436"",""18"",""20"",""436"",""15"",""20"",""436"",""16"",""20"",""436"",""16"",""20"",""436"",""15"",""20"",""436"",""15"",""20"",""436"",""19"",""20"",""436"",""16"",""20"",""436"",""15"",""20"",""436"",""18"",""20"",""436"",""18"",""20"",""436"",""16"",""20"",""436"""
