BehaviorSpace results (NetLogo 6.1.1)
tpV2.nlogo
hipotese3_d5_20_20
11/11/2021 13:25:05:536 +0000
"min-pxcor,""max-pxcor"",""min-pycor"",""max-pycor"""
"-16,""16"",""-16"",""16"""
"[run number],""1"",""1"",""1"",""2"",""2"",""2"",""3"",""3"",""3"",""4"",""4"",""4"",""5"",""5"",""5"",""6"",""6"",""6"",""7"",""7"",""7"",""8"",""8"",""8"",""9"",""9"",""9"",""10"",""10"",""10"",""11"",""11"",""11"",""12"",""12"",""12"",""13"",""13"",""13"",""14"",""14"",""14"",""15"",""15"",""15"",""16"",""16"",""16"",""17"",""17"",""17"",""18"",""18"",""18"",""19"",""19"",""19"",""20"",""20"",""20"",""21"",""21"",""21"",""22"",""22"",""22"",""23"",""23"",""23"",""24"",""24"",""24"",""25"",""25"",""25"",""26"",""26"",""26"",""27"",""27"",""27"",""28"",""28"",""28"",""29"",""29"",""29"",""30"",""30"",""30"",""31"",""31"",""31"",""32"",""32"",""32"",""33"",""33"",""33"",""34"",""34"",""34"",""35"",""35"",""35"",""36"",""36"",""36"",""37"",""37"",""37"",""38"",""38"",""38"",""39"",""39"",""39"",""40"",""40"",""40"",""41"",""41"",""41"",""42"",""42"",""42"",""43"",""43"",""43"",""44"",""44"",""44"",""45"",""45"",""45"",""46"",""46"",""46"",""47"",""47"",""47"",""48"",""48"",""48"",""49"",""49"",""49"",""50"",""50"",""50"""
",""3"",""20"",""354"",""9"",""20"",""354"",""3"",""20"",""354"",""3"",""20"",""354"",""1"",""20"",""354"",""9"",""20"",""354"",""6"",""19"",""354"",""9"",""20"",""354"",""6"",""20"",""354"",""8"",""20"",""354"",""11"",""20"",""354"",""14"",""20"",""354"",""15"",""20"",""354"",""18"",""20"",""354"",""12"",""20"",""354"",""12"",""20"",""354"",""9"",""20"",""354"",""13"",""20"",""354"",""13"",""20"",""354"",""13"",""20"",""354"",""13"",""20"",""354"",""15"",""20"",""354"",""18"",""20"",""354"",""15"",""20"",""354"",""17"",""20"",""354"",""11"",""20"",""354"",""16"",""20"",""354"",""17"",""20"",""354"",""16"",""20"",""354"",""12"",""20"",""354"",""14"",""20"",""354"",""15"",""20"",""354"",""15"",""20"",""354"",""15"",""20"",""354"",""14"",""20"",""354"",""14"",""20"",""354"",""16"",""20"",""354"",""17"",""20"",""354"",""14"",""20"",""354"",""14"",""20"",""354"",""17"",""20"",""354"",""18"",""20"",""354"",""15"",""20"",""354"",""18"",""20"",""354"",""18"",""20"",""354"",""16"",""20"",""354"",""16"",""20"",""354"",""16"",""20"",""354"",""18"",""20"",""354"",""19"",""20"",""354"""
",""3"",""20"",""355"",""9"",""20"",""355"",""3"",""20"",""355"",""3"",""20"",""355"",""1"",""20"",""355"",""9"",""20"",""355"",""6"",""19"",""355"",""9"",""20"",""355"",""6"",""20"",""355"",""8"",""20"",""355"",""11"",""20"",""355"",""14"",""20"",""355"",""15"",""20"",""355"",""17"",""20"",""355"",""12"",""20"",""355"",""12"",""20"",""355"",""9"",""20"",""355"",""13"",""20"",""355"",""13"",""20"",""355"",""13"",""20"",""355"",""13"",""20"",""355"",""15"",""20"",""355"",""18"",""20"",""355"",""15"",""20"",""355"",""17"",""20"",""355"",""11"",""20"",""355"",""16"",""20"",""355"",""17"",""20"",""355"",""16"",""20"",""355"",""12"",""20"",""355"",""14"",""20"",""355"",""15"",""20"",""355"",""15"",""20"",""355"",""15"",""20"",""355"",""14"",""20"",""355"",""14"",""20"",""355"",""16"",""20"",""355"",""17"",""20"",""355"",""14"",""20"",""355"",""14"",""20"",""355"",""17"",""20"",""355"",""18"",""20"",""355"",""15"",""20"",""355"",""18"",""20"",""355"",""18"",""20"",""355"",""16"",""20"",""355"",""16"",""20"",""355"",""16"",""20"",""355"",""18"",""20"",""355"",""19"",""20"",""355"""
",""3"",""20"",""356"",""9"",""20"",""356"",""3"",""20"",""356"",""3"",""20"",""356"",""1"",""20"",""356"",""9"",""20"",""356"",""6"",""19"",""356"",""9"",""20"",""356"",""6"",""20"",""356"",""8"",""20"",""356"",""11"",""20"",""356"",""14"",""20"",""356"",""15"",""20"",""356"",""17"",""20"",""356"",""12"",""20"",""356"",""12"",""20"",""356"",""9"",""20"",""356"",""13"",""20"",""356"",""13"",""20"",""356"",""13"",""20"",""356"",""13"",""20"",""356"",""15"",""20"",""356"",""18"",""20"",""356"",""15"",""20"",""356"",""17"",""20"",""356"",""11"",""20"",""356"",""16"",""20"",""356"",""17"",""20"",""356"",""16"",""20"",""356"",""12"",""20"",""356"",""14"",""20"",""356"",""15"",""20"",""356"",""15"",""20"",""356"",""15"",""20"",""356"",""14"",""20"",""356"",""14"",""20"",""356"",""16"",""20"",""356"",""17"",""20"",""356"",""14"",""20"",""356"",""14"",""20"",""356"",""17"",""20"",""356"",""18"",""20"",""356"",""15"",""20"",""356"",""18"",""20"",""356"",""18"",""20"",""356"",""16"",""20"",""356"",""16"",""20"",""356"",""16"",""20"",""356"",""18"",""20"",""356"",""19"",""20"",""356"""
",""3"",""20"",""357"",""9"",""20"",""357"",""3"",""20"",""357"",""3"",""20"",""357"",""1"",""20"",""357"",""9"",""20"",""357"",""6"",""19"",""357"",""9"",""20"",""357"",""6"",""20"",""357"",""8"",""20"",""357"",""11"",""20"",""357"",""14"",""20"",""357"",""15"",""20"",""357"",""17"",""20"",""357"",""12"",""20"",""357"",""12"",""20"",""357"",""9"",""20"",""357"",""12"",""20"",""357"",""13"",""20"",""357"",""13"",""20"",""357"",""13"",""20"",""357"",""15"",""20"",""357"",""18"",""20"",""357"",""15"",""20"",""357"",""17"",""20"",""357"",""11"",""20"",""357"",""16"",""20"",""357"",""17"",""20"",""357"",""16"",""20"",""357"",""12"",""20"",""357"",""14"",""20"",""357"",""15"",""20"",""357"",""15"",""20"",""357"",""15"",""20"",""357"",""14"",""20"",""357"",""14"",""20"",""357"",""16"",""20"",""357"",""17"",""20"",""357"",""14"",""20"",""357"",""14"",""20"",""357"",""17"",""20"",""357"",""18"",""20"",""357"",""15"",""20"",""357"",""18"",""20"",""357"",""18"",""20"",""357"",""16"",""20"",""357"",""16"",""20"",""357"",""16"",""20"",""357"",""18"",""20"",""357"",""19"",""20"",""357"""
",""3"",""20"",""358"",""9"",""20"",""358"",""3"",""20"",""358"",""3"",""20"",""358"",""1"",""20"",""358"",""9"",""20"",""358"",""6"",""19"",""358"",""9"",""20"",""358"",""6"",""20"",""358"",""8"",""20"",""358"",""11"",""20"",""358"",""14"",""20"",""358"",""15"",""20"",""358"",""17"",""20"",""358"",""12"",""20"",""358"",""12"",""20"",""358"",""9"",""20"",""358"",""12"",""20"",""358"",""13"",""20"",""358"",""13"",""20"",""358"",""13"",""20"",""358"",""15"",""20"",""358"",""18"",""20"",""358"",""15"",""20"",""358"",""17"",""20"",""358"",""11"",""20"",""358"",""16"",""20"",""358"",""17"",""20"",""358"",""16"",""20"",""358"",""12"",""20"",""358"",""14"",""20"",""358"",""15"",""20"",""358"",""15"",""20"",""358"",""15"",""20"",""358"",""14"",""20"",""358"",""14"",""20"",""358"",""15"",""20"",""358"",""17"",""20"",""358"",""14"",""20"",""358"",""14"",""20"",""358"",""17"",""20"",""358"",""18"",""20"",""358"",""15"",""20"",""358"",""18"",""20"",""358"",""18"",""20"",""358"",""16"",""20"",""358"",""16"",""20"",""358"",""16"",""20"",""358"",""18"",""20"",""358"",""19"",""20"",""358"""
",""3"",""20"",""359"",""9"",""20"",""359"",""3"",""20"",""359"",""3"",""20"",""359"",""1"",""20"",""359"",""9"",""20"",""359"",""6"",""19"",""359"",""9"",""20"",""359"",""6"",""20"",""359"",""8"",""20"",""359"",""11"",""20"",""359"",""14"",""20"",""359"",""15"",""20"",""359"",""17"",""20"",""359"",""12"",""20"",""359"",""12"",""20"",""359"",""9"",""20"",""359"",""12"",""20"",""359"",""13"",""20"",""359"",""13"",""20"",""359"",""13"",""20"",""359"",""15"",""20"",""359"",""18"",""20"",""359"",""15"",""20"",""359"",""17"",""20"",""359"",""11"",""20"",""359"",""16"",""20"",""359"",""17"",""20"",""359"",""16"",""20"",""359"",""12"",""20"",""359"",""14"",""20"",""359"",""15"",""20"",""359"",""15"",""20"",""359"",""15"",""20"",""359"",""14"",""20"",""359"",""14"",""20"",""359"",""15"",""20"",""359"",""17"",""20"",""359"",""14"",""20"",""359"",""14"",""20"",""359"",""17"",""20"",""359"",""18"",""20"",""359"",""15"",""20"",""359"",""18"",""20"",""359"",""17"",""20"",""359"",""16"",""20"",""359"",""16"",""20"",""359"",""16"",""20"",""359"",""18"",""20"",""359"",""19"",""20"",""359"""
",""3"",""20"",""360"",""9"",""20"",""360"",""3"",""20"",""360"",""3"",""20"",""360"",""1"",""20"",""360"",""9"",""20"",""360"",""6"",""19"",""360"",""9"",""20"",""360"",""6"",""20"",""360"",""8"",""20"",""360"",""11"",""20"",""360"",""14"",""20"",""360"",""15"",""20"",""360"",""17"",""20"",""360"",""12"",""20"",""360"",""12"",""20"",""360"",""9"",""20"",""360"",""12"",""20"",""360"",""13"",""20"",""360"",""13"",""20"",""360"",""13"",""20"",""360"",""15"",""20"",""360"",""18"",""20"",""360"",""15"",""20"",""360"",""17"",""20"",""360"",""11"",""20"",""360"",""16"",""20"",""360"",""17"",""20"",""360"",""16"",""20"",""360"",""12"",""20"",""360"",""14"",""20"",""360"",""15"",""20"",""360"",""15"",""20"",""360"",""15"",""20"",""360"",""14"",""20"",""360"",""14"",""20"",""360"",""15"",""20"",""360"",""17"",""20"",""360"",""14"",""20"",""360"",""14"",""20"",""360"",""17"",""20"",""360"",""18"",""20"",""360"",""15"",""20"",""360"",""18"",""20"",""360"",""17"",""20"",""360"",""16"",""20"",""360"",""16"",""20"",""360"",""16"",""20"",""360"",""18"",""20"",""360"",""19"",""20"",""360"""
",""3"",""20"",""361"",""9"",""20"",""361"",""3"",""20"",""361"",""3"",""20"",""361"",""1"",""20"",""361"",""9"",""20"",""361"",""6"",""19"",""361"",""9"",""20"",""361"",""6"",""20"",""361"",""8"",""20"",""361"",""11"",""20"",""361"",""14"",""20"",""361"",""15"",""20"",""361"",""17"",""20"",""361"",""12"",""20"",""361"",""12"",""20"",""361"",""9"",""20"",""361"",""12"",""20"",""361"",""13"",""20"",""361"",""13"",""20"",""361"",""13"",""20"",""361"",""15"",""20"",""361"",""18"",""20"",""361"",""15"",""20"",""361"",""17"",""20"",""361"",""11"",""20"",""361"",""16"",""20"",""361"",""17"",""20"",""361"",""16"",""20"",""361"",""12"",""20"",""361"",""14"",""20"",""361"",""15"",""20"",""361"",""15"",""20"",""361"",""15"",""20"",""361"",""14"",""20"",""361"",""14"",""20"",""361"",""15"",""20"",""361"",""17"",""20"",""361"",""14"",""20"",""361"",""14"",""20"",""361"",""17"",""20"",""361"",""18"",""20"",""361"",""15"",""20"",""361"",""18"",""20"",""361"",""17"",""20"",""361"",""16"",""20"",""361"",""16"",""20"",""361"",""16"",""20"",""361"",""18"",""20"",""361"",""19"",""20"",""361"""
",""3"",""20"",""362"",""9"",""20"",""362"",""3"",""20"",""362"",""3"",""20"",""362"",""1"",""20"",""362"",""9"",""20"",""362"",""6"",""19"",""362"",""9"",""20"",""362"",""6"",""20"",""362"",""8"",""20"",""362"",""11"",""20"",""362"",""14"",""20"",""362"",""15"",""20"",""362"",""17"",""20"",""362"",""12"",""20"",""362"",""12"",""20"",""362"",""9"",""20"",""362"",""12"",""20"",""362"",""13"",""20"",""362"",""13"",""20"",""362"",""13"",""20"",""362"",""15"",""20"",""362"",""18"",""20"",""362"",""15"",""20"",""362"",""17"",""20"",""362"",""11"",""20"",""362"",""16"",""20"",""362"",""17"",""20"",""362"",""16"",""20"",""362"",""12"",""20"",""362"",""14"",""20"",""362"",""15"",""20"",""362"",""15"",""20"",""362"",""14"",""20"",""362"",""14"",""20"",""362"",""14"",""20"",""362"",""15"",""20"",""362"",""17"",""20"",""362"",""14"",""20"",""362"",""14"",""20"",""362"",""17"",""20"",""362"",""18"",""20"",""362"",""15"",""20"",""362"",""18"",""20"",""362"",""17"",""20"",""362"",""16"",""20"",""362"",""16"",""20"",""362"",""16"",""20"",""362"",""18"",""20"",""362"",""19"",""20"",""362"""
",""3"",""20"",""363"",""9"",""20"",""363"",""3"",""20"",""363"",""3"",""20"",""363"",""1"",""20"",""363"",""9"",""20"",""363"",""6"",""19"",""363"",""9"",""20"",""363"",""6"",""20"",""363"",""8"",""20"",""363"",""11"",""20"",""363"",""14"",""20"",""363"",""15"",""20"",""363"",""17"",""20"",""363"",""12"",""20"",""363"",""12"",""20"",""363"",""9"",""20"",""363"",""12"",""20"",""363"",""13"",""20"",""363"",""13"",""20"",""363"",""13"",""20"",""363"",""15"",""20"",""363"",""18"",""20"",""363"",""15"",""20"",""363"",""17"",""20"",""363"",""11"",""20"",""363"",""16"",""20"",""363"",""17"",""20"",""363"",""16"",""20"",""363"",""12"",""20"",""363"",""14"",""20"",""363"",""15"",""20"",""363"",""15"",""20"",""363"",""14"",""20"",""363"",""14"",""20"",""363"",""14"",""20"",""363"",""15"",""20"",""363"",""17"",""20"",""363"",""14"",""20"",""363"",""14"",""20"",""363"",""17"",""20"",""363"",""18"",""20"",""363"",""15"",""20"",""363"",""18"",""20"",""363"",""17"",""20"",""363"",""16"",""20"",""363"",""16"",""20"",""363"",""16"",""20"",""363"",""18"",""20"",""363"",""19"",""20"",""363"""
",""3"",""20"",""364"",""9"",""20"",""364"",""3"",""20"",""364"",""3"",""20"",""364"",""1"",""20"",""364"",""9"",""20"",""364"",""6"",""19"",""364"",""9"",""20"",""364"",""6"",""20"",""364"",""7"",""20"",""364"",""11"",""20"",""364"",""14"",""20"",""364"",""15"",""20"",""364"",""17"",""20"",""364"",""12"",""20"",""364"",""12"",""20"",""364"",""9"",""20"",""364"",""12"",""20"",""364"",""13"",""20"",""364"",""13"",""20"",""364"",""13"",""20"",""364"",""15"",""20"",""364"",""18"",""20"",""364"",""15"",""20"",""364"",""17"",""20"",""364"",""11"",""20"",""364"",""16"",""20"",""364"",""17"",""20"",""364"",""16"",""20"",""364"",""12"",""20"",""364"",""14"",""20"",""364"",""15"",""20"",""364"",""15"",""20"",""364"",""14"",""20"",""364"",""14"",""20"",""364"",""14"",""20"",""364"",""15"",""20"",""364"",""17"",""20"",""364"",""14"",""20"",""364"",""14"",""20"",""364"",""17"",""20"",""364"",""18"",""20"",""364"",""15"",""20"",""364"",""18"",""20"",""364"",""17"",""20"",""364"",""16"",""20"",""364"",""16"",""20"",""364"",""16"",""20"",""364"",""18"",""20"",""364"",""19"",""20"",""364"""
",""3"",""20"",""365"",""9"",""20"",""365"",""3"",""20"",""365"",""3"",""20"",""365"",""1"",""20"",""365"",""9"",""20"",""365"",""6"",""19"",""365"",""9"",""20"",""365"",""6"",""20"",""365"",""7"",""20"",""365"",""11"",""20"",""365"",""14"",""20"",""365"",""15"",""20"",""365"",""17"",""20"",""365"",""12"",""20"",""365"",""12"",""20"",""365"",""9"",""20"",""365"",""12"",""20"",""365"",""13"",""20"",""365"",""13"",""20"",""365"",""13"",""20"",""365"",""15"",""20"",""365"",""18"",""20"",""365"",""15"",""20"",""365"",""17"",""20"",""365"",""11"",""20"",""365"",""16"",""20"",""365"",""17"",""20"",""365"",""16"",""20"",""365"",""12"",""20"",""365"",""14"",""20"",""365"",""15"",""20"",""365"",""15"",""20"",""365"",""14"",""20"",""365"",""14"",""20"",""365"",""14"",""20"",""365"",""15"",""20"",""365"",""17"",""20"",""365"",""14"",""20"",""365"",""14"",""20"",""365"",""17"",""20"",""365"",""18"",""20"",""365"",""15"",""20"",""365"",""18"",""20"",""365"",""17"",""20"",""365"",""16"",""20"",""365"",""16"",""20"",""365"",""16"",""20"",""365"",""18"",""20"",""365"",""19"",""20"",""365"""
",""3"",""20"",""366"",""9"",""20"",""366"",""3"",""20"",""366"",""3"",""20"",""366"",""1"",""20"",""366"",""9"",""20"",""366"",""6"",""19"",""366"",""9"",""20"",""366"",""6"",""20"",""366"",""7"",""20"",""366"",""11"",""20"",""366"",""14"",""20"",""366"",""15"",""20"",""366"",""17"",""20"",""366"",""11"",""20"",""366"",""12"",""20"",""366"",""9"",""20"",""366"",""12"",""20"",""366"",""13"",""20"",""366"",""13"",""20"",""366"",""13"",""20"",""366"",""15"",""20"",""366"",""18"",""20"",""366"",""15"",""20"",""366"",""17"",""20"",""366"",""11"",""20"",""366"",""16"",""20"",""366"",""17"",""20"",""366"",""16"",""20"",""366"",""12"",""20"",""366"",""14"",""20"",""366"",""15"",""20"",""366"",""15"",""20"",""366"",""14"",""20"",""366"",""14"",""20"",""366"",""14"",""20"",""366"",""15"",""20"",""366"",""17"",""20"",""366"",""14"",""20"",""366"",""14"",""20"",""366"",""17"",""20"",""366"",""18"",""20"",""366"",""15"",""20"",""366"",""18"",""20"",""366"",""17"",""20"",""366"",""16"",""20"",""366"",""16"",""20"",""366"",""16"",""20"",""366"",""18"",""20"",""366"",""19"",""20"",""366"""
",""3"",""20"",""367"",""9"",""20"",""367"",""3"",""20"",""367"",""3"",""20"",""367"",""1"",""20"",""367"",""9"",""20"",""367"",""5"",""19"",""367"",""8"",""20"",""367"",""6"",""20"",""367"",""7"",""20"",""367"",""11"",""20"",""367"",""14"",""20"",""367"",""15"",""20"",""367"",""17"",""20"",""367"",""11"",""20"",""367"",""12"",""20"",""367"",""9"",""20"",""367"",""12"",""20"",""367"",""13"",""20"",""367"",""13"",""20"",""367"",""13"",""20"",""367"",""15"",""20"",""367"",""18"",""20"",""367"",""15"",""20"",""367"",""17"",""20"",""367"",""11"",""20"",""367"",""16"",""20"",""367"",""17"",""20"",""367"",""16"",""20"",""367"",""12"",""20"",""367"",""14"",""20"",""367"",""15"",""20"",""367"",""15"",""20"",""367"",""14"",""20"",""367"",""14"",""20"",""367"",""14"",""20"",""367"",""15"",""20"",""367"",""17"",""20"",""367"",""14"",""20"",""367"",""14"",""20"",""367"",""17"",""20"",""367"",""18"",""20"",""367"",""15"",""20"",""367"",""18"",""20"",""367"",""17"",""20"",""367"",""16"",""20"",""367"",""16"",""20"",""367"",""15"",""20"",""367"",""18"",""20"",""367"",""19"",""20"",""367"""
",""3"",""20"",""368"",""9"",""20"",""368"",""3"",""20"",""368"",""3"",""20"",""368"",""1"",""20"",""368"",""9"",""20"",""368"",""5"",""19"",""368"",""8"",""20"",""368"",""6"",""20"",""368"",""7"",""20"",""368"",""11"",""20"",""368"",""14"",""20"",""368"",""15"",""20"",""368"",""17"",""20"",""368"",""10"",""20"",""368"",""12"",""20"",""368"",""9"",""20"",""368"",""12"",""20"",""368"",""13"",""20"",""368"",""13"",""20"",""368"",""13"",""20"",""368"",""15"",""20"",""368"",""18"",""20"",""368"",""15"",""20"",""368"",""17"",""20"",""368"",""11"",""20"",""368"",""16"",""20"",""368"",""17"",""20"",""368"",""16"",""20"",""368"",""12"",""20"",""368"",""14"",""20"",""368"",""15"",""20"",""368"",""15"",""20"",""368"",""14"",""20"",""368"",""14"",""20"",""368"",""14"",""20"",""368"",""15"",""20"",""368"",""17"",""20"",""368"",""14"",""20"",""368"",""14"",""20"",""368"",""17"",""20"",""368"",""18"",""20"",""368"",""15"",""20"",""368"",""18"",""20"",""368"",""17"",""20"",""368"",""16"",""20"",""368"",""16"",""20"",""368"",""15"",""20"",""368"",""18"",""20"",""368"",""19"",""20"",""368"""
",""3"",""20"",""369"",""9"",""20"",""369"",""3"",""20"",""369"",""3"",""20"",""369"",""1"",""20"",""369"",""9"",""20"",""369"",""4"",""19"",""369"",""8"",""20"",""369"",""6"",""20"",""369"",""7"",""20"",""369"",""11"",""20"",""369"",""14"",""20"",""369"",""15"",""20"",""369"",""17"",""20"",""369"",""10"",""20"",""369"",""12"",""20"",""369"",""9"",""20"",""369"",""12"",""20"",""369"",""13"",""20"",""369"",""13"",""20"",""369"",""13"",""20"",""369"",""15"",""20"",""369"",""18"",""20"",""369"",""15"",""20"",""369"",""16"",""20"",""369"",""11"",""20"",""369"",""16"",""20"",""369"",""17"",""20"",""369"",""16"",""20"",""369"",""12"",""20"",""369"",""14"",""20"",""369"",""15"",""20"",""369"",""15"",""20"",""369"",""14"",""20"",""369"",""14"",""20"",""369"",""14"",""20"",""369"",""15"",""20"",""369"",""17"",""20"",""369"",""14"",""20"",""369"",""14"",""20"",""369"",""17"",""20"",""369"",""18"",""20"",""369"",""15"",""20"",""369"",""18"",""20"",""369"",""17"",""20"",""369"",""16"",""20"",""369"",""16"",""20"",""369"",""15"",""20"",""369"",""18"",""20"",""369"",""19"",""20"",""369"""
",""3"",""20"",""370"",""9"",""20"",""370"",""3"",""20"",""370"",""3"",""20"",""370"",""1"",""20"",""370"",""9"",""20"",""370"",""3"",""19"",""370"",""7"",""20"",""370"",""6"",""20"",""370"",""6"",""20"",""370"",""11"",""20"",""370"",""14"",""20"",""370"",""15"",""20"",""370"",""17"",""20"",""370"",""10"",""20"",""370"",""12"",""20"",""370"",""9"",""20"",""370"",""12"",""20"",""370"",""13"",""20"",""370"",""13"",""20"",""370"",""13"",""20"",""370"",""15"",""20"",""370"",""18"",""20"",""370"",""15"",""20"",""370"",""16"",""20"",""370"",""11"",""20"",""370"",""16"",""20"",""370"",""17"",""20"",""370"",""16"",""20"",""370"",""12"",""20"",""370"",""14"",""20"",""370"",""15"",""20"",""370"",""15"",""20"",""370"",""14"",""20"",""370"",""14"",""20"",""370"",""14"",""20"",""370"",""15"",""20"",""370"",""17"",""20"",""370"",""14"",""20"",""370"",""14"",""20"",""370"",""17"",""20"",""370"",""18"",""20"",""370"",""15"",""20"",""370"",""18"",""20"",""370"",""17"",""20"",""370"",""16"",""20"",""370"",""16"",""20"",""370"",""15"",""20"",""370"",""18"",""20"",""370"",""19"",""20"",""370"""
",""3"",""20"",""371"",""9"",""20"",""371"",""3"",""20"",""371"",""3"",""20"",""371"",""1"",""20"",""371"",""7"",""20"",""371"",""3"",""19"",""371"",""7"",""20"",""371"",""6"",""20"",""371"",""6"",""20"",""371"",""11"",""20"",""371"",""14"",""20"",""371"",""15"",""20"",""371"",""17"",""20"",""371"",""9"",""20"",""371"",""12"",""20"",""371"",""9"",""20"",""371"",""12"",""20"",""371"",""13"",""20"",""371"",""13"",""20"",""371"",""13"",""20"",""371"",""15"",""20"",""371"",""18"",""20"",""371"",""15"",""20"",""371"",""16"",""20"",""371"",""11"",""20"",""371"",""16"",""20"",""371"",""17"",""20"",""371"",""16"",""20"",""371"",""12"",""20"",""371"",""14"",""20"",""371"",""15"",""20"",""371"",""15"",""20"",""371"",""14"",""20"",""371"",""14"",""20"",""371"",""14"",""20"",""371"",""15"",""20"",""371"",""17"",""20"",""371"",""14"",""20"",""371"",""14"",""20"",""371"",""17"",""20"",""371"",""18"",""20"",""371"",""15"",""20"",""371"",""18"",""20"",""371"",""17"",""20"",""371"",""16"",""20"",""371"",""16"",""20"",""371"",""15"",""20"",""371"",""18"",""20"",""371"",""19"",""20"",""371"""
",""3"",""20"",""372"",""9"",""20"",""372"",""3"",""20"",""372"",""3"",""20"",""372"",""1"",""20"",""372"",""7"",""20"",""372"",""3"",""19"",""372"",""7"",""20"",""372"",""6"",""20"",""372"",""6"",""20"",""372"",""11"",""20"",""372"",""14"",""20"",""372"",""15"",""20"",""372"",""17"",""20"",""372"",""9"",""20"",""372"",""12"",""20"",""372"",""9"",""20"",""372"",""12"",""20"",""372"",""13"",""20"",""372"",""13"",""20"",""372"",""13"",""20"",""372"",""15"",""20"",""372"",""18"",""20"",""372"",""15"",""20"",""372"",""16"",""20"",""372"",""11"",""20"",""372"",""16"",""20"",""372"",""17"",""20"",""372"",""16"",""20"",""372"",""12"",""20"",""372"",""14"",""20"",""372"",""15"",""20"",""372"",""15"",""20"",""372"",""14"",""20"",""372"",""14"",""20"",""372"",""14"",""20"",""372"",""15"",""20"",""372"",""17"",""20"",""372"",""14"",""20"",""372"",""14"",""20"",""372"",""17"",""20"",""372"",""18"",""20"",""372"",""15"",""20"",""372"",""18"",""20"",""372"",""17"",""20"",""372"",""16"",""20"",""372"",""16"",""20"",""372"",""15"",""20"",""372"",""18"",""20"",""372"",""19"",""20"",""372"""
",""3"",""20"",""373"",""9"",""20"",""373"",""3"",""20"",""373"",""3"",""20"",""373"",""1"",""20"",""373"",""7"",""20"",""373"",""3"",""19"",""373"",""7"",""20"",""373"",""6"",""20"",""373"",""6"",""20"",""373"",""11"",""20"",""373"",""14"",""20"",""373"",""15"",""20"",""373"",""17"",""20"",""373"",""9"",""20"",""373"",""12"",""20"",""373"",""9"",""20"",""373"",""12"",""20"",""373"",""13"",""20"",""373"",""13"",""20"",""373"",""13"",""20"",""373"",""15"",""20"",""373"",""18"",""20"",""373"",""15"",""20"",""373"",""16"",""20"",""373"",""11"",""20"",""373"",""16"",""20"",""373"",""16"",""20"",""373"",""16"",""20"",""373"",""12"",""20"",""373"",""14"",""20"",""373"",""15"",""20"",""373"",""15"",""20"",""373"",""14"",""20"",""373"",""14"",""20"",""373"",""14"",""20"",""373"",""15"",""20"",""373"",""17"",""20"",""373"",""14"",""20"",""373"",""14"",""20"",""373"",""17"",""20"",""373"",""18"",""20"",""373"",""15"",""20"",""373"",""18"",""20"",""373"",""17"",""20"",""373"",""16"",""20"",""373"",""16"",""20"",""373"",""15"",""20"",""373"",""18"",""20"",""373"",""19"",""20"",""373"""
",""3"",""20"",""374"",""9"",""20"",""374"",""3"",""20"",""374"",""3"",""20"",""374"",""1"",""20"",""374"",""7"",""20"",""374"",""3"",""19"",""374"",""6"",""20"",""374"",""6"",""20"",""374"",""6"",""20"",""374"",""11"",""20"",""374"",""14"",""20"",""374"",""15"",""20"",""374"",""17"",""20"",""374"",""9"",""20"",""374"",""12"",""20"",""374"",""9"",""20"",""374"",""12"",""20"",""374"",""13"",""20"",""374"",""13"",""20"",""374"",""13"",""20"",""374"",""15"",""20"",""374"",""18"",""20"",""374"",""15"",""20"",""374"",""16"",""20"",""374"",""11"",""20"",""374"",""16"",""20"",""374"",""16"",""20"",""374"",""16"",""20"",""374"",""12"",""20"",""374"",""14"",""20"",""374"",""15"",""20"",""374"",""15"",""20"",""374"",""14"",""20"",""374"",""14"",""20"",""374"",""14"",""20"",""374"",""15"",""20"",""374"",""17"",""20"",""374"",""14"",""20"",""374"",""14"",""20"",""374"",""17"",""20"",""374"",""18"",""20"",""374"",""15"",""20"",""374"",""18"",""20"",""374"",""17"",""20"",""374"",""16"",""20"",""374"",""16"",""20"",""374"",""15"",""20"",""374"",""18"",""20"",""374"",""19"",""20"",""374"""
",""3"",""20"",""375"",""9"",""20"",""375"",""3"",""20"",""375"",""3"",""20"",""375"",""1"",""20"",""375"",""7"",""20"",""375"",""3"",""19"",""375"",""6"",""20"",""375"",""6"",""20"",""375"",""6"",""20"",""375"",""11"",""20"",""375"",""14"",""20"",""375"",""15"",""20"",""375"",""17"",""20"",""375"",""9"",""20"",""375"",""12"",""20"",""375"",""9"",""20"",""375"",""12"",""20"",""375"",""13"",""20"",""375"",""13"",""20"",""375"",""13"",""20"",""375"",""15"",""20"",""375"",""18"",""20"",""375"",""15"",""20"",""375"",""16"",""20"",""375"",""11"",""20"",""375"",""16"",""20"",""375"",""16"",""20"",""375"",""16"",""20"",""375"",""12"",""20"",""375"",""14"",""20"",""375"",""15"",""20"",""375"",""15"",""20"",""375"",""14"",""20"",""375"",""14"",""20"",""375"",""14"",""20"",""375"",""15"",""20"",""375"",""17"",""20"",""375"",""14"",""20"",""375"",""14"",""20"",""375"",""17"",""20"",""375"",""18"",""20"",""375"",""15"",""20"",""375"",""18"",""20"",""375"",""17"",""20"",""375"",""16"",""20"",""375"",""16"",""20"",""375"",""15"",""20"",""375"",""18"",""20"",""375"",""19"",""20"",""375"""
