BehaviorSpace results (NetLogo 6.1.1)
tpV2.nlogo
hipotese2_10/20
11/10/2021 23:12:04:588 +0000
"min-pxcor,""max-pxcor"",""min-pycor"",""max-pycor"""
"-16,""16"",""-16"",""16"""
"[run number],""1"",""1"",""1"",""2"",""2"",""2"",""3"",""3"",""3"",""4"",""4"",""4"",""5"",""5"",""5"",""6"",""6"",""6"",""7"",""7"",""7"",""8"",""8"",""8"",""9"",""9"",""9"",""10"",""10"",""10"",""11"",""11"",""11"",""12"",""12"",""12"",""13"",""13"",""13"",""14"",""14"",""14"",""15"",""15"",""15"",""16"",""16"",""16"",""17"",""17"",""17"",""18"",""18"",""18"",""19"",""19"",""19"",""20"",""20"",""20"",""21"",""21"",""21"",""22"",""22"",""22"",""23"",""23"",""23"",""24"",""24"",""24"",""25"",""25"",""25"",""26"",""26"",""26"",""27"",""27"",""27"",""28"",""28"",""28"",""29"",""29"",""29"",""30"",""30"",""30"",""31"",""31"",""31"",""32"",""32"",""32"",""33"",""33"",""33"",""34"",""34"",""34"",""35"",""35"",""35"",""36"",""36"",""36"",""37"",""37"",""37"",""38"",""38"",""38"",""39"",""39"",""39"",""40"",""40"",""40"",""41"",""41"",""41"",""42"",""42"",""42"",""43"",""43"",""43"",""44"",""44"",""44"",""45"",""45"",""45"",""46"",""46"",""46"",""47"",""47"",""47"",""48"",""48"",""48"",""49"",""49"",""49"",""50"",""50"",""50"""
",""2"",""20"",""381"",""2"",""20"",""381"",""2"",""20"",""381"",""0"",""20"",""381"",""4"",""20"",""381"",""0"",""20"",""381"",""2"",""20"",""381"",""3"",""20"",""381"",""0"",""20"",""381"",""1"",""20"",""381"",""5"",""20"",""381"",""8"",""20"",""381"",""5"",""20"",""381"",""5"",""20"",""381"",""4"",""20"",""381"",""6"",""20"",""381"",""7"",""20"",""381"",""7"",""20"",""381"",""6"",""20"",""381"",""6"",""20"",""381"",""7"",""20"",""381"",""9"",""20"",""381"",""5"",""20"",""381"",""6"",""20"",""381"",""10"",""20"",""381"",""7"",""20"",""381"",""6"",""20"",""381"",""8"",""20"",""381"",""6"",""20"",""381"",""6"",""20"",""381"",""6"",""20"",""381"",""9"",""20"",""381"",""10"",""20"",""381"",""9"",""20"",""381"",""7"",""20"",""381"",""9"",""20"",""381"",""7"",""20"",""381"",""9"",""20"",""381"",""7"",""20"",""381"",""7"",""20"",""381"",""9"",""20"",""381"",""9"",""20"",""381"",""8"",""20"",""381"",""9"",""20"",""381"",""8"",""20"",""381"",""8"",""20"",""381"",""8"",""20"",""381"",""9"",""20"",""381"",""9"",""20"",""381"",""10"",""20"",""381"""
",""2"",""20"",""382"",""2"",""20"",""382"",""2"",""20"",""382"",""0"",""20"",""382"",""4"",""20"",""382"",""0"",""20"",""382"",""2"",""20"",""382"",""3"",""20"",""382"",""0"",""20"",""382"",""1"",""20"",""382"",""5"",""20"",""382"",""8"",""20"",""382"",""5"",""20"",""382"",""5"",""20"",""382"",""4"",""20"",""382"",""6"",""20"",""382"",""7"",""20"",""382"",""7"",""20"",""382"",""5"",""20"",""382"",""6"",""20"",""382"",""7"",""20"",""382"",""9"",""20"",""382"",""5"",""20"",""382"",""6"",""20"",""382"",""10"",""20"",""382"",""7"",""20"",""382"",""6"",""20"",""382"",""8"",""20"",""382"",""6"",""20"",""382"",""6"",""20"",""382"",""6"",""20"",""382"",""9"",""20"",""382"",""10"",""20"",""382"",""9"",""20"",""382"",""7"",""20"",""382"",""9"",""20"",""382"",""7"",""20"",""382"",""9"",""20"",""382"",""7"",""20"",""382"",""7"",""20"",""382"",""9"",""20"",""382"",""9"",""20"",""382"",""8"",""20"",""382"",""9"",""20"",""382"",""8"",""20"",""382"",""8"",""20"",""382"",""8"",""20"",""382"",""9"",""20"",""382"",""9"",""20"",""382"",""10"",""20"",""382"""
",""2"",""20"",""383"",""2"",""20"",""383"",""2"",""20"",""383"",""0"",""20"",""383"",""4"",""20"",""383"",""0"",""20"",""383"",""2"",""20"",""383"",""3"",""20"",""383"",""0"",""20"",""383"",""1"",""20"",""383"",""5"",""20"",""383"",""8"",""20"",""383"",""5"",""20"",""383"",""5"",""20"",""383"",""4"",""20"",""383"",""6"",""20"",""383"",""7"",""20"",""383"",""7"",""20"",""383"",""5"",""20"",""383"",""6"",""20"",""383"",""7"",""20"",""383"",""9"",""20"",""383"",""5"",""20"",""383"",""6"",""20"",""383"",""10"",""20"",""383"",""7"",""20"",""383"",""6"",""20"",""383"",""8"",""20"",""383"",""6"",""20"",""383"",""6"",""20"",""383"",""6"",""20"",""383"",""9"",""20"",""383"",""10"",""20"",""383"",""9"",""20"",""383"",""7"",""20"",""383"",""9"",""20"",""383"",""6"",""20"",""383"",""9"",""20"",""383"",""7"",""20"",""383"",""7"",""20"",""383"",""9"",""20"",""383"",""9"",""20"",""383"",""8"",""20"",""383"",""9"",""20"",""383"",""8"",""20"",""383"",""8"",""20"",""383"",""8"",""20"",""383"",""9"",""20"",""383"",""9"",""20"",""383"",""10"",""20"",""383"""
",""2"",""20"",""384"",""2"",""20"",""384"",""2"",""20"",""384"",""0"",""20"",""384"",""4"",""20"",""384"",""0"",""20"",""384"",""2"",""20"",""384"",""3"",""20"",""384"",""0"",""20"",""384"",""1"",""20"",""384"",""5"",""20"",""384"",""8"",""20"",""384"",""5"",""20"",""384"",""5"",""20"",""384"",""4"",""20"",""384"",""6"",""20"",""384"",""7"",""20"",""384"",""7"",""20"",""384"",""5"",""20"",""384"",""6"",""20"",""384"",""7"",""20"",""384"",""9"",""20"",""384"",""5"",""20"",""384"",""6"",""20"",""384"",""10"",""20"",""384"",""7"",""20"",""384"",""6"",""20"",""384"",""8"",""20"",""384"",""6"",""20"",""384"",""6"",""20"",""384"",""6"",""20"",""384"",""9"",""20"",""384"",""10"",""20"",""384"",""9"",""20"",""384"",""7"",""20"",""384"",""9"",""20"",""384"",""6"",""20"",""384"",""9"",""20"",""384"",""7"",""20"",""384"",""7"",""20"",""384"",""9"",""20"",""384"",""9"",""20"",""384"",""8"",""20"",""384"",""9"",""20"",""384"",""8"",""20"",""384"",""8"",""20"",""384"",""8"",""20"",""384"",""9"",""20"",""384"",""9"",""20"",""384"",""10"",""20"",""384"""
",""2"",""20"",""385"",""2"",""20"",""385"",""2"",""20"",""385"",""0"",""20"",""385"",""4"",""20"",""385"",""0"",""20"",""385"",""2"",""20"",""385"",""3"",""20"",""385"",""0"",""20"",""385"",""1"",""20"",""385"",""5"",""20"",""385"",""8"",""20"",""385"",""5"",""20"",""385"",""5"",""20"",""385"",""4"",""20"",""385"",""6"",""20"",""385"",""7"",""20"",""385"",""7"",""20"",""385"",""5"",""20"",""385"",""6"",""20"",""385"",""7"",""20"",""385"",""9"",""20"",""385"",""5"",""20"",""385"",""6"",""20"",""385"",""10"",""20"",""385"",""7"",""20"",""385"",""6"",""20"",""385"",""8"",""20"",""385"",""6"",""20"",""385"",""6"",""20"",""385"",""6"",""20"",""385"",""9"",""20"",""385"",""10"",""20"",""385"",""9"",""20"",""385"",""7"",""20"",""385"",""9"",""20"",""385"",""6"",""20"",""385"",""9"",""20"",""385"",""7"",""20"",""385"",""7"",""20"",""385"",""9"",""20"",""385"",""9"",""20"",""385"",""8"",""20"",""385"",""9"",""20"",""385"",""8"",""20"",""385"",""8"",""20"",""385"",""8"",""20"",""385"",""9"",""20"",""385"",""9"",""20"",""385"",""10"",""20"",""385"""
",""2"",""20"",""386"",""2"",""20"",""386"",""2"",""20"",""386"",""0"",""20"",""386"",""4"",""20"",""386"",""0"",""20"",""386"",""2"",""20"",""386"",""3"",""20"",""386"",""0"",""20"",""386"",""1"",""20"",""386"",""5"",""20"",""386"",""8"",""20"",""386"",""5"",""20"",""386"",""5"",""20"",""386"",""4"",""20"",""386"",""6"",""20"",""386"",""7"",""20"",""386"",""7"",""20"",""386"",""5"",""20"",""386"",""6"",""20"",""386"",""7"",""20"",""386"",""9"",""20"",""386"",""5"",""20"",""386"",""6"",""20"",""386"",""10"",""20"",""386"",""7"",""20"",""386"",""6"",""20"",""386"",""8"",""20"",""386"",""6"",""20"",""386"",""6"",""20"",""386"",""6"",""20"",""386"",""9"",""20"",""386"",""10"",""20"",""386"",""9"",""20"",""386"",""7"",""20"",""386"",""9"",""20"",""386"",""6"",""20"",""386"",""9"",""20"",""386"",""7"",""20"",""386"",""7"",""20"",""386"",""9"",""20"",""386"",""9"",""20"",""386"",""8"",""20"",""386"",""9"",""20"",""386"",""8"",""20"",""386"",""8"",""20"",""386"",""8"",""20"",""386"",""9"",""20"",""386"",""9"",""20"",""386"",""10"",""20"",""386"""
",""2"",""20"",""387"",""2"",""20"",""387"",""2"",""20"",""387"",""0"",""20"",""387"",""4"",""20"",""387"",""0"",""20"",""387"",""2"",""20"",""387"",""3"",""20"",""387"",""0"",""20"",""387"",""1"",""20"",""387"",""5"",""20"",""387"",""8"",""20"",""387"",""5"",""20"",""387"",""5"",""20"",""387"",""4"",""20"",""387"",""6"",""20"",""387"",""7"",""20"",""387"",""7"",""20"",""387"",""5"",""20"",""387"",""6"",""20"",""387"",""7"",""20"",""387"",""9"",""20"",""387"",""5"",""20"",""387"",""6"",""20"",""387"",""10"",""20"",""387"",""7"",""20"",""387"",""6"",""20"",""387"",""8"",""20"",""387"",""6"",""20"",""387"",""6"",""20"",""387"",""6"",""20"",""387"",""9"",""20"",""387"",""10"",""20"",""387"",""9"",""20"",""387"",""7"",""20"",""387"",""9"",""20"",""387"",""6"",""20"",""387"",""9"",""20"",""387"",""7"",""20"",""387"",""7"",""20"",""387"",""9"",""20"",""387"",""9"",""20"",""387"",""8"",""20"",""387"",""9"",""20"",""387"",""8"",""20"",""387"",""8"",""20"",""387"",""8"",""20"",""387"",""9"",""20"",""387"",""9"",""20"",""387"",""10"",""20"",""387"""
",""2"",""20"",""388"",""2"",""20"",""388"",""2"",""20"",""388"",""0"",""20"",""388"",""4"",""20"",""388"",""0"",""20"",""388"",""2"",""20"",""388"",""3"",""20"",""388"",""0"",""20"",""388"",""1"",""20"",""388"",""5"",""20"",""388"",""8"",""20"",""388"",""5"",""20"",""388"",""5"",""20"",""388"",""4"",""20"",""388"",""6"",""20"",""388"",""7"",""20"",""388"",""7"",""20"",""388"",""5"",""20"",""388"",""6"",""20"",""388"",""7"",""20"",""388"",""9"",""20"",""388"",""5"",""20"",""388"",""6"",""20"",""388"",""10"",""20"",""388"",""7"",""20"",""388"",""6"",""20"",""388"",""8"",""20"",""388"",""6"",""20"",""388"",""6"",""20"",""388"",""6"",""20"",""388"",""9"",""20"",""388"",""10"",""20"",""388"",""9"",""20"",""388"",""7"",""20"",""388"",""9"",""20"",""388"",""6"",""20"",""388"",""9"",""20"",""388"",""7"",""20"",""388"",""7"",""20"",""388"",""9"",""20"",""388"",""9"",""20"",""388"",""8"",""20"",""388"",""9"",""20"",""388"",""8"",""20"",""388"",""8"",""20"",""388"",""8"",""20"",""388"",""9"",""20"",""388"",""9"",""20"",""388"",""10"",""20"",""388"""
",""2"",""20"",""389"",""2"",""20"",""389"",""2"",""20"",""389"",""0"",""20"",""389"",""4"",""20"",""389"",""0"",""20"",""389"",""2"",""20"",""389"",""3"",""20"",""389"",""0"",""20"",""389"",""1"",""20"",""389"",""5"",""20"",""389"",""8"",""20"",""389"",""5"",""20"",""389"",""5"",""20"",""389"",""4"",""20"",""389"",""6"",""20"",""389"",""7"",""20"",""389"",""7"",""20"",""389"",""5"",""20"",""389"",""6"",""20"",""389"",""7"",""20"",""389"",""9"",""20"",""389"",""5"",""20"",""389"",""6"",""20"",""389"",""10"",""20"",""389"",""7"",""20"",""389"",""6"",""20"",""389"",""8"",""20"",""389"",""6"",""20"",""389"",""6"",""20"",""389"",""6"",""20"",""389"",""9"",""20"",""389"",""10"",""20"",""389"",""9"",""20"",""389"",""7"",""20"",""389"",""9"",""20"",""389"",""6"",""20"",""389"",""9"",""20"",""389"",""7"",""20"",""389"",""7"",""20"",""389"",""9"",""20"",""389"",""9"",""20"",""389"",""8"",""20"",""389"",""9"",""20"",""389"",""8"",""20"",""389"",""8"",""20"",""389"",""8"",""20"",""389"",""9"",""20"",""389"",""9"",""20"",""389"",""10"",""20"",""389"""
",""2"",""20"",""390"",""2"",""20"",""390"",""2"",""20"",""390"",""0"",""20"",""390"",""4"",""20"",""390"",""0"",""20"",""390"",""2"",""20"",""390"",""2"",""20"",""390"",""0"",""20"",""390"",""1"",""20"",""390"",""5"",""20"",""390"",""8"",""20"",""390"",""5"",""20"",""390"",""5"",""20"",""390"",""4"",""20"",""390"",""6"",""20"",""390"",""7"",""20"",""390"",""6"",""20"",""390"",""5"",""20"",""390"",""6"",""20"",""390"",""7"",""20"",""390"",""9"",""20"",""390"",""5"",""20"",""390"",""6"",""20"",""390"",""10"",""20"",""390"",""7"",""20"",""390"",""6"",""20"",""390"",""8"",""20"",""390"",""6"",""20"",""390"",""6"",""20"",""390"",""6"",""20"",""390"",""9"",""20"",""390"",""10"",""20"",""390"",""9"",""20"",""390"",""7"",""20"",""390"",""9"",""20"",""390"",""6"",""20"",""390"",""9"",""20"",""390"",""7"",""20"",""390"",""7"",""20"",""390"",""9"",""20"",""390"",""9"",""20"",""390"",""8"",""20"",""390"",""9"",""20"",""390"",""8"",""20"",""390"",""8"",""20"",""390"",""8"",""20"",""390"",""9"",""20"",""390"",""9"",""20"",""390"",""10"",""20"",""390"""
",""2"",""20"",""391"",""2"",""20"",""391"",""2"",""20"",""391"",""0"",""20"",""391"",""4"",""20"",""391"",""0"",""20"",""391"",""2"",""20"",""391"",""2"",""20"",""391"",""0"",""20"",""391"",""1"",""20"",""391"",""5"",""20"",""391"",""8"",""20"",""391"",""5"",""20"",""391"",""5"",""20"",""391"",""4"",""20"",""391"",""6"",""20"",""391"",""7"",""20"",""391"",""6"",""20"",""391"",""5"",""20"",""391"",""6"",""20"",""391"",""7"",""20"",""391"",""9"",""20"",""391"",""5"",""20"",""391"",""6"",""20"",""391"",""10"",""20"",""391"",""7"",""20"",""391"",""6"",""20"",""391"",""8"",""20"",""391"",""6"",""20"",""391"",""6"",""20"",""391"",""6"",""20"",""391"",""9"",""20"",""391"",""10"",""20"",""391"",""9"",""20"",""391"",""7"",""20"",""391"",""9"",""20"",""391"",""6"",""20"",""391"",""9"",""20"",""391"",""7"",""20"",""391"",""7"",""20"",""391"",""9"",""20"",""391"",""9"",""20"",""391"",""8"",""20"",""391"",""9"",""20"",""391"",""8"",""20"",""391"",""8"",""20"",""391"",""8"",""20"",""391"",""9"",""20"",""391"",""9"",""20"",""391"",""10"",""20"",""391"""
",""2"",""20"",""392"",""2"",""20"",""392"",""2"",""20"",""392"",""0"",""20"",""392"",""4"",""20"",""392"",""0"",""20"",""392"",""2"",""20"",""392"",""2"",""20"",""392"",""0"",""20"",""392"",""1"",""20"",""392"",""5"",""20"",""392"",""8"",""20"",""392"",""5"",""20"",""392"",""5"",""20"",""392"",""4"",""20"",""392"",""6"",""20"",""392"",""7"",""20"",""392"",""6"",""20"",""392"",""5"",""20"",""392"",""6"",""20"",""392"",""7"",""20"",""392"",""9"",""20"",""392"",""5"",""20"",""392"",""6"",""20"",""392"",""10"",""20"",""392"",""7"",""20"",""392"",""6"",""20"",""392"",""8"",""20"",""392"",""6"",""20"",""392"",""6"",""20"",""392"",""6"",""20"",""392"",""9"",""20"",""392"",""10"",""20"",""392"",""9"",""20"",""392"",""7"",""20"",""392"",""9"",""20"",""392"",""6"",""20"",""392"",""9"",""20"",""392"",""7"",""20"",""392"",""7"",""20"",""392"",""9"",""20"",""392"",""9"",""20"",""392"",""8"",""20"",""392"",""9"",""20"",""392"",""8"",""20"",""392"",""8"",""20"",""392"",""8"",""20"",""392"",""9"",""20"",""392"",""9"",""20"",""392"",""10"",""20"",""392"""
",""2"",""20"",""393"",""2"",""20"",""393"",""2"",""20"",""393"",""0"",""20"",""393"",""4"",""20"",""393"",""0"",""20"",""393"",""2"",""20"",""393"",""2"",""20"",""393"",""0"",""20"",""393"",""1"",""20"",""393"",""5"",""20"",""393"",""8"",""20"",""393"",""5"",""20"",""393"",""5"",""20"",""393"",""4"",""20"",""393"",""6"",""20"",""393"",""7"",""20"",""393"",""6"",""20"",""393"",""5"",""20"",""393"",""6"",""20"",""393"",""7"",""20"",""393"",""9"",""20"",""393"",""5"",""20"",""393"",""6"",""20"",""393"",""10"",""20"",""393"",""7"",""20"",""393"",""6"",""20"",""393"",""8"",""20"",""393"",""6"",""20"",""393"",""6"",""20"",""393"",""6"",""20"",""393"",""9"",""20"",""393"",""10"",""20"",""393"",""9"",""20"",""393"",""7"",""20"",""393"",""9"",""20"",""393"",""6"",""20"",""393"",""9"",""20"",""393"",""7"",""20"",""393"",""7"",""20"",""393"",""9"",""20"",""393"",""9"",""20"",""393"",""8"",""20"",""393"",""9"",""20"",""393"",""8"",""20"",""393"",""8"",""20"",""393"",""8"",""20"",""393"",""9"",""20"",""393"",""9"",""20"",""393"",""10"",""20"",""393"""
",""2"",""20"",""394"",""2"",""20"",""394"",""2"",""20"",""394"",""0"",""20"",""394"",""4"",""20"",""394"",""0"",""20"",""394"",""2"",""20"",""394"",""2"",""20"",""394"",""0"",""20"",""394"",""1"",""20"",""394"",""5"",""20"",""394"",""8"",""20"",""394"",""5"",""20"",""394"",""5"",""20"",""394"",""4"",""20"",""394"",""6"",""20"",""394"",""7"",""20"",""394"",""6"",""20"",""394"",""5"",""20"",""394"",""6"",""20"",""394"",""7"",""20"",""394"",""9"",""20"",""394"",""5"",""20"",""394"",""6"",""20"",""394"",""10"",""20"",""394"",""7"",""20"",""394"",""6"",""20"",""394"",""8"",""20"",""394"",""6"",""20"",""394"",""6"",""20"",""394"",""6"",""20"",""394"",""9"",""20"",""394"",""10"",""20"",""394"",""9"",""20"",""394"",""7"",""20"",""394"",""9"",""20"",""394"",""6"",""20"",""394"",""9"",""20"",""394"",""7"",""20"",""394"",""7"",""20"",""394"",""9"",""20"",""394"",""9"",""20"",""394"",""8"",""20"",""394"",""9"",""20"",""394"",""8"",""20"",""394"",""8"",""20"",""394"",""8"",""20"",""394"",""9"",""20"",""394"",""9"",""20"",""394"",""10"",""20"",""394"""
",""2"",""20"",""395"",""2"",""20"",""395"",""2"",""20"",""395"",""0"",""20"",""395"",""4"",""20"",""395"",""0"",""20"",""395"",""2"",""20"",""395"",""2"",""20"",""395"",""0"",""20"",""395"",""1"",""20"",""395"",""5"",""20"",""395"",""8"",""20"",""395"",""5"",""20"",""395"",""5"",""20"",""395"",""4"",""20"",""395"",""6"",""20"",""395"",""7"",""20"",""395"",""6"",""20"",""395"",""5"",""20"",""395"",""6"",""20"",""395"",""7"",""20"",""395"",""9"",""20"",""395"",""5"",""20"",""395"",""6"",""20"",""395"",""10"",""20"",""395"",""7"",""20"",""395"",""6"",""20"",""395"",""8"",""20"",""395"",""6"",""20"",""395"",""6"",""20"",""395"",""6"",""20"",""395"",""9"",""20"",""395"",""10"",""20"",""395"",""9"",""20"",""395"",""7"",""20"",""395"",""9"",""20"",""395"",""6"",""20"",""395"",""9"",""20"",""395"",""7"",""20"",""395"",""7"",""20"",""395"",""9"",""20"",""395"",""9"",""20"",""395"",""8"",""20"",""395"",""9"",""20"",""395"",""8"",""20"",""395"",""8"",""20"",""395"",""8"",""20"",""395"",""9"",""20"",""395"",""9"",""20"",""395"",""10"",""20"",""395"""
",""2"",""20"",""396"",""2"",""20"",""396"",""2"",""20"",""396"",""0"",""20"",""396"",""4"",""20"",""396"",""0"",""20"",""396"",""2"",""20"",""396"",""2"",""20"",""396"",""0"",""20"",""396"",""1"",""20"",""396"",""5"",""20"",""396"",""8"",""20"",""396"",""5"",""20"",""396"",""5"",""20"",""396"",""4"",""20"",""396"",""6"",""20"",""396"",""7"",""20"",""396"",""6"",""20"",""396"",""5"",""20"",""396"",""6"",""20"",""396"",""7"",""20"",""396"",""9"",""20"",""396"",""5"",""20"",""396"",""6"",""20"",""396"",""10"",""20"",""396"",""7"",""20"",""396"",""6"",""20"",""396"",""8"",""20"",""396"",""6"",""20"",""396"",""6"",""20"",""396"",""6"",""20"",""396"",""9"",""20"",""396"",""10"",""20"",""396"",""9"",""20"",""396"",""7"",""20"",""396"",""9"",""20"",""396"",""6"",""20"",""396"",""9"",""20"",""396"",""7"",""20"",""396"",""7"",""20"",""396"",""9"",""20"",""396"",""9"",""20"",""396"",""8"",""20"",""396"",""9"",""20"",""396"",""8"",""20"",""396"",""8"",""20"",""396"",""8"",""20"",""396"",""9"",""20"",""396"",""9"",""20"",""396"",""10"",""20"",""396"""
",""2"",""20"",""397"",""2"",""20"",""397"",""2"",""20"",""397"",""0"",""20"",""397"",""4"",""20"",""397"",""0"",""20"",""397"",""2"",""20"",""397"",""2"",""20"",""397"",""0"",""20"",""397"",""1"",""20"",""397"",""5"",""20"",""397"",""8"",""20"",""397"",""5"",""20"",""397"",""5"",""20"",""397"",""4"",""20"",""397"",""6"",""20"",""397"",""7"",""20"",""397"",""6"",""20"",""397"",""5"",""20"",""397"",""6"",""20"",""397"",""7"",""20"",""397"",""9"",""20"",""397"",""5"",""20"",""397"",""6"",""20"",""397"",""10"",""20"",""397"",""7"",""20"",""397"",""6"",""20"",""397"",""8"",""20"",""397"",""6"",""20"",""397"",""6"",""20"",""397"",""6"",""20"",""397"",""9"",""20"",""397"",""10"",""20"",""397"",""9"",""20"",""397"",""7"",""20"",""397"",""9"",""20"",""397"",""6"",""20"",""397"",""9"",""20"",""397"",""7"",""20"",""397"",""7"",""20"",""397"",""9"",""20"",""397"",""9"",""20"",""397"",""8"",""20"",""397"",""9"",""20"",""397"",""8"",""20"",""397"",""8"",""20"",""397"",""8"",""20"",""397"",""9"",""20"",""397"",""9"",""20"",""397"",""10"",""20"",""397"""
",""2"",""20"",""398"",""2"",""20"",""398"",""2"",""20"",""398"",""0"",""20"",""398"",""4"",""20"",""398"",""0"",""20"",""398"",""2"",""20"",""398"",""2"",""20"",""398"",""0"",""20"",""398"",""1"",""20"",""398"",""5"",""20"",""398"",""8"",""20"",""398"",""5"",""20"",""398"",""5"",""20"",""398"",""4"",""20"",""398"",""6"",""20"",""398"",""7"",""20"",""398"",""6"",""20"",""398"",""5"",""20"",""398"",""6"",""20"",""398"",""7"",""20"",""398"",""9"",""20"",""398"",""5"",""20"",""398"",""6"",""20"",""398"",""10"",""20"",""398"",""7"",""20"",""398"",""6"",""20"",""398"",""8"",""20"",""398"",""6"",""20"",""398"",""6"",""20"",""398"",""6"",""20"",""398"",""9"",""20"",""398"",""10"",""20"",""398"",""9"",""20"",""398"",""7"",""20"",""398"",""9"",""20"",""398"",""6"",""20"",""398"",""9"",""20"",""398"",""7"",""20"",""398"",""7"",""20"",""398"",""9"",""20"",""398"",""9"",""20"",""398"",""8"",""20"",""398"",""9"",""20"",""398"",""8"",""20"",""398"",""8"",""20"",""398"",""8"",""20"",""398"",""9"",""20"",""398"",""9"",""20"",""398"",""10"",""20"",""398"""
",""2"",""20"",""399"",""2"",""20"",""399"",""2"",""20"",""399"",""0"",""20"",""399"",""4"",""20"",""399"",""0"",""20"",""399"",""2"",""20"",""399"",""2"",""20"",""399"",""0"",""20"",""399"",""1"",""20"",""399"",""5"",""20"",""399"",""8"",""20"",""399"",""5"",""20"",""399"",""5"",""20"",""399"",""4"",""20"",""399"",""6"",""20"",""399"",""7"",""20"",""399"",""6"",""20"",""399"",""5"",""20"",""399"",""6"",""20"",""399"",""7"",""20"",""399"",""9"",""20"",""399"",""5"",""20"",""399"",""6"",""20"",""399"",""10"",""20"",""399"",""7"",""20"",""399"",""6"",""20"",""399"",""8"",""20"",""399"",""6"",""20"",""399"",""6"",""20"",""399"",""6"",""20"",""399"",""9"",""20"",""399"",""10"",""20"",""399"",""9"",""20"",""399"",""7"",""20"",""399"",""9"",""20"",""399"",""6"",""20"",""399"",""9"",""20"",""399"",""7"",""20"",""399"",""7"",""20"",""399"",""9"",""20"",""399"",""9"",""20"",""399"",""8"",""20"",""399"",""9"",""20"",""399"",""8"",""20"",""399"",""8"",""20"",""399"",""8"",""20"",""399"",""9"",""20"",""399"",""9"",""20"",""399"",""10"",""20"",""399"""
",""2"",""20"",""400"",""2"",""20"",""400"",""2"",""20"",""400"",""0"",""20"",""400"",""4"",""20"",""400"",""0"",""20"",""400"",""2"",""20"",""400"",""2"",""20"",""400"",""0"",""20"",""400"",""1"",""20"",""400"",""5"",""20"",""400"",""8"",""20"",""400"",""5"",""20"",""400"",""5"",""20"",""400"",""4"",""20"",""400"",""6"",""20"",""400"",""7"",""20"",""400"",""6"",""20"",""400"",""5"",""20"",""400"",""6"",""20"",""400"",""7"",""20"",""400"",""9"",""20"",""400"",""5"",""20"",""400"",""6"",""20"",""400"",""10"",""20"",""400"",""7"",""20"",""400"",""6"",""20"",""400"",""8"",""20"",""400"",""6"",""20"",""400"",""6"",""20"",""400"",""6"",""20"",""400"",""9"",""20"",""400"",""10"",""20"",""400"",""9"",""20"",""400"",""7"",""20"",""400"",""9"",""20"",""400"",""6"",""20"",""400"",""9"",""20"",""400"",""7"",""20"",""400"",""7"",""20"",""400"",""9"",""20"",""400"",""9"",""20"",""400"",""8"",""20"",""400"",""9"",""20"",""400"",""8"",""20"",""400"",""8"",""20"",""400"",""8"",""20"",""400"",""9"",""20"",""400"",""9"",""20"",""400"",""10"",""20"",""400"""
",""2"",""20"",""401"",""2"",""20"",""401"",""2"",""20"",""401"",""0"",""20"",""401"",""4"",""20"",""401"",""0"",""20"",""401"",""2"",""20"",""401"",""2"",""20"",""401"",""0"",""20"",""401"",""1"",""20"",""401"",""5"",""20"",""401"",""8"",""20"",""401"",""5"",""20"",""401"",""5"",""20"",""401"",""4"",""20"",""401"",""6"",""20"",""401"",""7"",""20"",""401"",""6"",""20"",""401"",""5"",""20"",""401"",""6"",""20"",""401"",""7"",""20"",""401"",""9"",""20"",""401"",""5"",""20"",""401"",""6"",""20"",""401"",""10"",""20"",""401"",""7"",""20"",""401"",""6"",""20"",""401"",""8"",""20"",""401"",""6"",""20"",""401"",""6"",""20"",""401"",""6"",""20"",""401"",""9"",""20"",""401"",""10"",""20"",""401"",""9"",""20"",""401"",""7"",""20"",""401"",""9"",""20"",""401"",""6"",""20"",""401"",""9"",""20"",""401"",""7"",""20"",""401"",""7"",""20"",""401"",""9"",""20"",""401"",""9"",""20"",""401"",""8"",""20"",""401"",""9"",""20"",""401"",""8"",""20"",""401"",""8"",""20"",""401"",""8"",""20"",""401"",""9"",""20"",""401"",""9"",""20"",""401"",""10"",""20"",""401"""
",""2"",""20"",""402"",""2"",""20"",""402"",""2"",""20"",""402"",""0"",""20"",""402"",""4"",""20"",""402"",""0"",""20"",""402"",""2"",""20"",""402"",""2"",""20"",""402"",""0"",""20"",""402"",""1"",""20"",""402"",""5"",""20"",""402"",""8"",""20"",""402"",""5"",""20"",""402"",""5"",""20"",""402"",""4"",""20"",""402"",""6"",""20"",""402"",""7"",""20"",""402"",""6"",""20"",""402"",""5"",""20"",""402"",""6"",""20"",""402"",""7"",""20"",""402"",""9"",""20"",""402"",""5"",""20"",""402"",""6"",""20"",""402"",""10"",""20"",""402"",""7"",""20"",""402"",""6"",""20"",""402"",""8"",""20"",""402"",""6"",""20"",""402"",""6"",""20"",""402"",""6"",""20"",""402"",""9"",""20"",""402"",""10"",""20"",""402"",""9"",""20"",""402"",""7"",""20"",""402"",""9"",""20"",""402"",""6"",""20"",""402"",""9"",""20"",""402"",""7"",""20"",""402"",""7"",""20"",""402"",""9"",""20"",""402"",""9"",""20"",""402"",""8"",""20"",""402"",""9"",""20"",""402"",""8"",""20"",""402"",""8"",""20"",""402"",""8"",""20"",""402"",""9"",""20"",""402"",""9"",""20"",""402"",""10"",""20"",""402"""
